C:\Users\U198447\Desktop\self-driving-car\data\IMG\center_2020_06_17_23_17_55_103.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\left_2020_06_17_23_17_55_103.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\right_2020_06_17_23_17_55_103.jpg, 0, 0, 0, 7.845505E-05
C:\Users\U198447\Desktop\self-driving-car\data\IMG\center_2020_06_17_23_17_55_206.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\left_2020_06_17_23_17_55_206.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\right_2020_06_17_23_17_55_206.jpg, 0, 0, 0, 7.958431E-05
C:\Users\U198447\Desktop\self-driving-car\data\IMG\center_2020_06_17_23_17_55_309.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\left_2020_06_17_23_17_55_309.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\right_2020_06_17_23_17_55_309.jpg, 0, 0, 0, 7.868304E-05
C:\Users\U198447\Desktop\self-driving-car\data\IMG\center_2020_06_17_23_17_55_410.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\left_2020_06_17_23_17_55_410.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\right_2020_06_17_23_17_55_410.jpg, 0, 0, 0, 8.191312E-05
C:\Users\U198447\Desktop\self-driving-car\data\IMG\center_2020_06_17_23_17_55_512.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\left_2020_06_17_23_17_55_512.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\right_2020_06_17_23_17_55_512.jpg, 0, 0, 0, 7.83689E-05
C:\Users\U198447\Desktop\self-driving-car\data\IMG\center_2020_06_17_23_17_55_612.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\left_2020_06_17_23_17_55_612.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\right_2020_06_17_23_17_55_612.jpg, 0, 0, 0, 7.826097E-05
C:\Users\U198447\Desktop\self-driving-car\data\IMG\center_2020_06_17_23_17_55_715.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\left_2020_06_17_23_17_55_715.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\right_2020_06_17_23_17_55_715.jpg, 0, 0, 0, 7.817462E-05
C:\Users\U198447\Desktop\self-driving-car\data\IMG\center_2020_06_17_23_17_55_819.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\left_2020_06_17_23_17_55_819.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\right_2020_06_17_23_17_55_819.jpg, 0, 0, 0, 7.842433E-05
C:\Users\U198447\Desktop\self-driving-car\data\IMG\center_2020_06_17_23_17_55_923.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\left_2020_06_17_23_17_55_923.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\right_2020_06_17_23_17_55_923.jpg, 0, 0, 0, 8.033868E-05
C:\Users\U198447\Desktop\self-driving-car\data\IMG\center_2020_06_17_23_17_56_027.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\left_2020_06_17_23_17_56_027.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\right_2020_06_17_23_17_56_027.jpg, 0, 0, 0, 7.857933E-05
C:\Users\U198447\Desktop\self-driving-car\data\IMG\center_2020_06_17_23_17_56_132.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\left_2020_06_17_23_17_56_132.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\right_2020_06_17_23_17_56_132.jpg, 0, 0, 0, 7.99505E-05
C:\Users\U198447\Desktop\self-driving-car\data\IMG\center_2020_06_17_23_17_56_234.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\left_2020_06_17_23_17_56_234.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\right_2020_06_17_23_17_56_234.jpg, 0, 0, 0, 7.855961E-05
C:\Users\U198447\Desktop\self-driving-car\data\IMG\center_2020_06_17_23_17_56_340.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\left_2020_06_17_23_17_56_340.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\right_2020_06_17_23_17_56_340.jpg, 0, 0, 0, 7.919085E-05
C:\Users\U198447\Desktop\self-driving-car\data\IMG\center_2020_06_17_23_17_56_444.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\left_2020_06_17_23_17_56_444.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\right_2020_06_17_23_17_56_444.jpg, 0, 0.2931201, 0, 0.241509
C:\Users\U198447\Desktop\self-driving-car\data\IMG\center_2020_06_17_23_17_56_548.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\left_2020_06_17_23_17_56_548.jpg, C:\Users\U198447\Desktop\self-driving-car\data\IMG\right_2020_06_17_23_17_56_548.jpg, 0, 0.5881761, 0, 0.8146087
